"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"강원도 속초시청",강원도 속초시 도문동 산308-3,강원도 속초시 도문동 산308-3,시설물관리,3,40,목우재터널,30,2017-05,033-639-2494,38.1738147,128.5289818,2018-09-06
"강원도 속초시청",강원도 속초시 장사항해안길 2 (장사동),강원도 속초시 장사동 577-42,재난재해,1,41,360도전방면,7,2017-12,033-639-2759,38.2219897,128.5901603,2018-09-06
"강원도 속초시청",강원도 속초시 방축길 217-1 (대포동),강원도 속초시 대포동 350,어린이보호,5,200,대포초등학교,30,2017-06,033-639-2494,38.1740075,128.6031973,2018-09-06
"강원도 속초시청",강원도 속초시 만천1길 4-3 (교동),강원도 속초시 교동 760-12,재난재해,1,41,360도전방면,7,2017-12,033-639-2759,38.1982041,128.5755133,2018-09-06
"강원도 속초시청",강원도 속초시 교동 676-8,강원도 속초시 교동 676-8,재난재해,1,41,360도전방면,7,2017-12,033-639-2759,38.1930651,128.5786054,2018-09-06
"강원도 속초시청",강원도 속초시 조양동 1450-99,강원도 속초시 조양동 1450-99,재난재해,1,41,360도전방면,7,2017-12,033-639-2759,38.1934899,128.6012859,2018-09-06
"강원도 속초시청",강원도 속초시 대포동 842,강원도 속초시 대포동 842,재난재해,1,41,360도전방면,7,2017-12,033-639-2759,38.1641382,128.6088115,2018-09-06
"강원도 속초시청",강원도 속초시 설악동 산57-2,강원도 속초시 설악동 산57-2,재난재해,1,41,360도전방면,7,2017-12,033-639-2759,38.1638805,128.5467395,2018-09-06
"강원도 속초시청",강원도 속초시 영랑동 20-16,강원도 속초시 영랑동 20-16,재난재해,1,41,360도전방면,7,2017-07,033-639-2759,38.2145579,128.5991742,2018-09-06
"강원도 속초시청",강원도 속초시 청호해안길 109,강원도 속초시 청호동 1224-1,재난재해,1,41,360도전방면,7,2017-07,033-639-2759,38.1988855,128.5963936,2018-09-06
"강원도 속초시청",강원도 속초시 설악동 296-9,강원도 속초시 설악동 296-9,재난재해,1,41,360도전방면,7,2017-07,033-639-2759,38.1669218,128.5279083,2018-09-06
"강원도 속초시청",강원도 속초시 노학동 400-8,강원도 속초시 노학동 400-8,재난재해,1,41,360도전방면,7,2017-07,033-639-2759,38.1883609,128.5581906,2018-09-06
"강원도 속초시청",강원도 속초시 장사동 307-9,강원도 속초시 장사동 307-9,재난재해,1,41,360도전방면,7,2017-07,033-639-2759,38.2110868,128.5501721,2018-09-06
"강원도 속초시청",강원도 속초시 영랑동 1-3,강원도 속초시 영랑동 1-3,재난재해,1,41,360도전방면,0,2017-02,033-639-2264,38.2139397,128.6009963,2018-09-06
"강원도 속초시청",강원도 속초시 대포동 678-1,강원도 속초시 대포동 678-1,재난재해,1,41,360도전방면,0,2017-02,033-639-2264,38.179931,128.6090411,2018-09-06
"강원도 속초시청",강원도 속초시 청호로5길 17 (청호동),강원도 속초시 청호동 1333-2,재난재해,1,41,360도전방면,0,2017-06,033-639-2264,38.1955202,128.5991004,2018-09-06
"강원도 속초시청",강원도 속초시 해오름로 99 (대포동),강원도 속초시 대포동 542,재난재해,1,41,360도전방면,0,2017-06,033-639-2264,38.1829817,128.6056992,2018-09-06
"강원도 속초시청",강원도 속초시 제집골길 6 (대포동),강원도 속초시 대포동 435,재난재해,1,41,절개지방향,7,2017-09,033-639-2759,38.1757511,128.6056142,2018-09-06
"강원도 속초시청",강원도 속초시 대포동 753-10,강원도 속초시 대포동 753-10,재난재해,1,41,절개지방향,7,2017-09,033-639-2759,38.1780442,128.6089044,2018-09-06
"강원도 속초시청",강원도 속초시 동해대로 3783 (대포동),강원도 속초시 대포동 327,재난재해,1,41,절개지방향,7,2017-09,033-639-2759,38.1730416,128.6044174,2018-09-06
"강원도 속초시청",강원도 속초시 관광로 377 (노학동),강원도 속초시 노학동 978,재난재해,2,300,360도 전방면,0,2017-01,033-639-2759,38.1933552,128.5380609,2018-09-06
"강원도 속초시청",강원도 속초시 교동 944,강원도 속초시 교동 944,생활방범,2,200,농아인협회앞놀이공원,30,2017-09,033-639-2178,38.2006268,128.5692289,2018-09-06
"강원도 속초시청",강원도 속초시 교동 926-6,강원도 속초시 교동 926-6,생활방범,2,200,통나무오리촌놀이공원,30,2017-09,033-639-2178,38.2020495,128.5673435,2018-09-06
"강원도 속초시청",강원도 속초시 교동 798-26,강원도 속초시 교동 798-26,생활방범,2,200,거산빌라앞놀이공원,30,2017-09,033-639-2178,38.2024269,128.5703504,2018-09-06
"강원도 속초시청",강원도 속초시 교동 907-6,강원도 속초시 교동 907-6,생활방범,2,200,임광미술학원앞놀이공원,30,2017-09,033-639-2178,38.200888,128.5777368,2018-09-06
"강원도 속초시청",강원도 속초시 교동 961-2,강원도 속초시 교동 961-2,생활방범,2,200,주공3차아파트앞놀이공원,30,2017-09,033-639-2178,38.1965516,128.5740675,2018-09-06
"강원도 속초시청",강원도 속초시 교동 681-8,강원도 속초시 교동 681-8,재난재해,2,130,하천수위,30,2017-02,033-639-2989,38.1933372,128.5798908,2018-09-06
"강원도 속초시청",강원도 속초시 동해대로 3757 (대포동),강원도 속초시 대포동 302-20,재난재해,1,41,절개지방향,7,2017-09,033-639-2759,38.1711098,128.6053498,2018-09-06
"강원도 속초시청",강원도 속초시 교동 902,강원도 속초시 교동 902,생활방범,2,200,주공2차아파트앞놀이공원,30,2017-09,033-639-2178,38.206573,128.5793837,2018-09-06
"강원도 속초시청",강원도 속초시 조양동 1499-1,강원도 속초시 조양동 1499-1,생활방범,2,200,부영아파트3단지놀이공원,30,2017-09,033-639-2178,38.1902545,128.5792271,2018-09-06
"강원도 속초시청",강원도 속초시 조양로 166 (조양동),강원도 속초시 조양동 1501-1,생활방범,2,200,부영아파트5단지앞놀이공원,30,2017-09,033-639-2178,38.1879885,128.5827307,2018-09-06
"강원도 속초시청",강원도 속초시 조양동 1536-3,강원도 속초시 조양동 1536-3,생활방범,2,200,동경카센터앞놀이공원,30,2017-09,033-639-2178,38.1883596,128.5930053,2018-09-06
"강원도 속초시청",강원도 속초시 청호로3길 57 (청호동),강원도 속초시 청호동 444-8,생활방범,1,200,청소년문화센터앞정문,30,2017-09,033-639-2178,38.1915943,128.5974004,2018-09-06
"강원도 속초시청",강원도 속초시 청호로3길 57 (청호동),강원도 속초시 청호동 444-8,생활방범,1,200,청소년문화센터앞후문,30,2017-09,033-639-2178,38.1915943,128.5974004,2018-09-06
"강원도 속초시청",강원도 속초시 교동 산231-46,강원도 속초시 교동 산231-46,생활방범,1,200,만리공원통학로,30,2017-03,033-639-2178,38.2041068,128.5709915,2018-09-06
"강원도 속초시청",강원도 속초시 만리공원1길 24 (교동),강원도 속초시 교동 798-25,생활방범,1,200,만리공원통학로,30,2017-03,033-639-2178,38.2031577,128.5706998,2018-09-06
"강원도 속초시청",강원도 속초시 중앙동 503-170,강원도 속초시 중앙동 503-170,생활방범,2,130,중앙초교공설운동장지하도,30,2017-03,033-639-2178,38.2082414,128.5864959,2018-09-06
"강원도 속초시청",강원도 속초시 중앙로121번길 29 (금호동),강원도 속초시 금호동 482-343,생활방범,1,200,로데오거리쉼터공원,30,2017-03,033-639-2178,38.2023786,128.5878018,2018-09-06
"강원도 속초시청",강원도 속초시 조양동 1544-3,강원도 속초시 조양동 1544-3,생활방범,3,200,청초호호수공원분수대,30,2017-07,033-639-2178,38.1913376,128.5857507,2018-09-06
"강원도 속초시청",강원도 속초시 엑스포로 18 (조양동),강원도 속초시 조양동 1544-2,생활방범,3,200,청초호호수공원농구장,30,2017-07,033-639-2178,38.1919053,128.5846547,2018-09-06
